BIN LOCATION ,SKU ID
A11-S6-B1,8904488501276
A11-S6-B1,8904488501290
A11-S6-B1,8904488500347
A11-S6-B1,8904488528938
A11-S6-B1,8904488528938
A11-S6-B1,8904488501290
A11-S6-B1,8904413467936
A11-S6-B1,8904413412493
A11-S6-B1,8904413449727
A11-S6-B1,8904488500316
A11-S6-B2,8904488518427
A11-S6-B2,8904488518434
A11-S6-B2,8904488518427
A11-S6-B2,8904488518427
A11-S6-B2,8904488518434
A11-S6-B2,8904488518410
A11-S6-B2,8904488518434
A11-S6-B2,8904488518434
A11-S6-B2,8904488518427
A11-S6-B2,8904488528921
A11-S6-B3,8904488523650
A11-S6-B3,8904488523674
A11-S6-B3,8904488523667
A11-S6-B3,8904488518458
A11-S6-B3,8904488518410
A11-S6-B3,8904488523698
A11-S6-B3,8904488501290
A11-S6-B3,8904488500354
A11-S6-B3,8904488500330
A11-S6-B3,8904488523667
A11-S6-B4,8904488523674
A11-S6-B4,8904488522523
A11-S6-B4,8904413422447
A11-S6-B4,8904488528921
A11-S6-B4,8904488523681
A11-S6-B4,8904488500330
A11-S6-B4,8904413422447
A11-S6-B4,8904413493225
A11-S6-B4,8904413422454
A11-S6-B4,8904488528945
A11-S6-B5,8904488501290
A11-S6-B5,8904488501290
A11-S6-B5,8904488500323
A11-S6-B5,8904413449710
A11-S6-B5,8904488501290
A11-S6-B5,8904488528907
A11-S6-B5,8904488501276
A11-S6-B5,8904413495632
A11-S6-B5,8904413495663
A11-S6-B5,8904413412509
A11-S6-B6,8904488500347
A11-S6-B6,8904413412479
A11-S6-B6,8904488528914
A11-S6-B6,8904413422454
A11-S6-B6,8904413493232
A11-S6-B6,8904413493249
A11-S6-B6,8904413493249
A11-S6-B6,8904413422485
A11-S6-B6,8904488522523
A11-S6-B6,8904488522547
A11-S6-B7,8904413412486
A11-S6-B7,8904413449734
A11-S6-B7,8904413449703
A11-S6-B7,8904413449727
A11-S6-B7,8904413449741
A11-S6-B7,8904488522547
A11-S6-B7,8904488501290
A11-S6-B7,8904488501276
A11-S6-B7,8904413449734
A11-S6-B7,8904488522523
A11-S6-B8,8904413467905
A11-S6-B8,8904413412486
A11-S6-B8,8904413495656
A11-S6-B8,8904413467929
A11-S6-B8,8904413467936
A11-S6-B8,8904413497179
A11-S6-B9,8904413495670
A11-S6-B9,8904413497155
A11-S6-B9,8904413412509
A11-S6-B9,8904413497162
A11-S6-B9,8904413495656
A11-S6-B9,8904413495663
A11-S6-B10,8904413497155
A11-S6-B10,8904413467929
A11-S6-B10,8904413497162
A11-S6-B10,8904413497148
A11-S6-B10,8904413495649
A11-S6-B10,8904413467912
A11-S6-B10,8904488501276
BIN LOCATION,SKU ID
A11-S6-B11,8904413419058
A11-S6-B11,8904413419102
A11-S6-B11,8904413419089
A11-S6-B11,8904413419096
A11-S6-B11,8904413419102
A11-S6-B12,8904413412172
A11-S6-B12,8904488503683
A11-S6-B12,8904413458507
A11-S6-B12,8904413458521
A11-S6-B12,8904413412202
A11-S6-B12,8904413412189
A11-S6-B12,8904413412172
A11-S6-B13,8904413467103
A11-S6-B13,8904413459405
A11-S6-B13,8904413467097
A11-S6-B13,8904413459412
A11-S6-B13,8904413467127
A11-S6-B13,8904413467127
A11-S6-B13,8904413459443
A11-S6-B13,8904413467134
A11-S6-B13,8904413469220
A11-S6-B13,8904413459429
A11-S6-B13,8904413459429
A11-S6-B13,8904413467110
A11-S6-B13,8904413467110
A11-S6-B13,8904413459436
A11-S6-B13,8904413459436
A11-S6-B14,8904488503706
A11-S6-B14,8904413419096
A11-S6-B14,8904413419089
A11-S6-B14,8904488503690
A11-S6-B14,8904413419065
A11-S6-B15,8904488501900
A11-S6-B15,8904488501894
A11-S6-B15,8904488500002
A11-S6-B15,8904488501870
A11-S6-B15,8904488501894
A11-S6-B15,8904488501917
A11-S6-B15,8904488501887
A11-S6-B15,8904488501900
A11-S6-B15,8904488500019
A11-S6-B15,8904413469237
A11-S5-B15,8904413419096
A11-S5-B15,8904413458484
A11-S5-B15,8904413458514
A11-S5-B15,8904413458491
A11-S5-B15,8904413412172
A11-S5-B15,8904413412196
A11-S5-B15,8904413412196
A11-S5-B15,8904413458514
A11-S5-B15,8904413458507
A11-S5-B15,8904413412189
A11-S5-B15,8904413412165
A11-S5-B14,8904413419089
A11-S5-B14,8904413419096
A11-S5-B14,8904413419089
A11-S5-B14,8904413419058
A11-S5-B14,8904488503683
A11-S5-B13,8904413412172
A11-S5-B13,8904413412196
A11-S5-B13,8904413412165
A11-S5-B13,8904413412196
A11-S5-B13,8904488503690
A11-S5-B13,8904488503676
BIN LOCATION ,SKU ID 
A11-S5-B1,8904413449222
A11-S5-B1,8904413449239
A11-S5-B1,8904413449567
A11-S5-B1,8904413449260
A11-S5-B1,8904413449246
A11-S5-B1,8904413449543
A11-S5-B1,8904413449536
A11-S5-B1,8904413449529
A11-S5-B1,8904413449550
A11-S5-B1,8904413449550
A11-S5-B2,8904413451072
A11-S5-B2,8904413490675
A11-S5-B2,8904488511756
A11-S5-B2,8904413470523
A11-S5-B2,8904413449239
A11-S5-B3,8904413451065
A11-S5-B3,8904413451096
A11-S5-B3,8904413451089
A11-S5-B3,8904413470516
A11-S5-B3,8904413449246
A11-S5-B4,8904413490644
A11-S5-B4,8904413490651
A11-S5-B4,8904413490637
A11-S5-B4,8904488511763
A11-S5-B4,8904413449543
A11-S5-B5,8904488511756
A11-S5-B5,8904413490668
A11-S5-B5,8904488511749
A11-S5-B5,8904413451096
A11-S5-B5,8904413449253
A11-S5-B6,8904413470516
A11-S5-B6,8904413490651
A11-S5-B6,8904488511763
A11-S5-B6,8904413470493
A11-S5-B6,8904488511770
A11-S5-B7,8904413451089
A11-S5-B7,8904413490668
A11-S5-B7,8904413470530
A11-S5-B7,8904413451102
A11-S5-B7,8904413470509
A11-S5-B7,8904413470509
BIN LOCATION ,SKU ID 
A10-S6-B1,8904413456091
A10-S6-B1,8904413456091
A10-S6-B1,8904413456091
A10-S6-B1,8904413456107
A10-S6-B1,8904413456091
A10-S5-B1,8904413456107
A10-S5-B1,8904413456077
A10-S5-B1,8904413456084
A10-S5-B1,8904413456114
A10-S5-B1,8904413456077
A10-S5-B1,8904413453014
A10-S5-B2,8904413456107
A10-S5-B2,8904413456114
A10-S5-B2,8904413496974
A10-S5-B2,8904413496981
A10-S5-B2,8904413496981
A11-S5-B12,8904413496974
A11-S5-B12,8904488527399
A11-S5-B12,8904488527405
A11-S5-B12,8904488527412
A11-S5-B12=,8904488521526
A11-S5-B8,8904413452994
A11-S5-B8,8904413453014
A11-S5-B8,8904413453021
A11-S5-B8,8904413453007
A11-S5-B8,8904413453007
A11-S5-B9,8904413496998
A11-S5-B9,8904488527399
A11-S5-B9,8904488521489
A11-S5-B9,8904488521519
A11-S5-B9,8904488521519
A11-S5-B10,8904413456084
A11-S5-B10,8904488527382
A11-S5-B10,8904413456107
A11-S5-B10,8904413496950
A11-S5-B10,8904488527405
A11-S5-B11,8904488521502
A11-S5-B11,8904413496967
A11-S5-B11,8904488521496
A11-S5-B11,8904488521502
A10-S4-B1,8904488513422
A10-S4-B1,8904413441899
A10-S4-B1,8904488513408
A10-S4-B1,8904488526477
A10-S4-B1,8904488513439
A10-S4-B1,8904413441882
A10-S4-B1,8904488528235
A10-S4-B1,8904488513439
A10-S4-B1,8904413498541
A10-S4-B1,8904488528211
A10-S4-B1,8904413400049
A10-S4-B1,8904488528228
A10-S4-B1,8904413400049
A10-S4-B1,8904488528259
A10-S4-B1,8904413450891
A10-S4-B2,8904413452161
A10-S4-B2,8904488529164
A10-S4-B2,8904413483820
A10-S4-B2,8904413483837
A10-S4-B2,8904413450921
A10-S4-B2,8904413452147
A10-S4-B2,8904413400018
A10-S4-B2,8904413450914
A10-S4-B2,8904413400032
A10-S4-B2,8904488532768
A10-S4-B2,8904488528235
A10-S4-B2,8904488532782
A10-S4-B2,8904413483820
A10-S4-B2,8904413483813
A10-S4-B2,8904413452161
A10-S4-B3,8904488501726
A10-S4-B3,8904413400056
A10-S4-B3,8904488532799
A10-S4-B3,8904413498251
A10-S4-B3,8904488501726
A10-S4-B3,8904413498251
A10-S4-B3,8904413400049
A10-S4-B3,8904413407895
A10-S4-B3,8904488501719
A10-S4-B3,8904413498244
A10-S4-B3,8904488519813
A10-S4-B3,8904488519820
A10-S4-B3,8904413496035
A10-S4-B3,8904413400032
A10-S4-B3,8904488532782
A10-S4-B4,8904488529171
A10-S4-B4,8904413483806
A10-S4-B4,8904413483813
A10-S4-B4,8904413452161
A10-S4-B4,8904413452178
A10-S4-B4,8904488528242
A10-S4-B4,8904413498268
A10-S4-B4,8904413496011
A10-S4-B4,8904413452178
A10-S4-B4,8904488519813
A10-S4-B4,8904488528242
A10-S4-B4,8904488519820
A10-S4-B4,8904413496028
A10-S4-B4,8904413452147
A10-S4-B4,8904413452161
A10-S4-B5,8904488519820
A10-S4-B5,8904488519820
A10-S4-B5,8904413407918
A10-S4-B5,8904488519806
A10-S4-B5,8904413498237
A10-S4-B5,8904488532775
A10-S4-B5,8904413450907
